chr1	10119	10276	2	2	0	1	0	13
chr1	11672	12009	1	1	1	0	2	3
chr1	11845	12009	1	1	1	0	4	10
chr1	12228	12594	1	1	1	12	7	24
chr1	12228	12612	1	1	1	12	32	25
chr1	12228	12645	1	1	1	1	1	19
chr1	12698	13402	1	1	1	0	8	24
chr1	12698	13452	1	1	1	1	0	21
chr1	12698	13482	1	1	1	0	1	22
chr1	12722	13220	1	1	1	0	3	7
chr1	12722	13402	1	1	1	0	21	23
chr1	12722	13452	1	1	1	0	6	24
chr1	12722	13482	1	1	1	0	17	25
chr1	12722	13564	1	1	1	1	0	16
chr1	13053	13220	1	3	1	1	6	19
chr1	13965	184480	2	2	0	1	24	23
chr1	14465	17664	1	1	0	0	1	16
chr1	14538	16875	2	2	1	0	4	5
chr1	14570	16857	2	2	1	0	2	4
chr1	14615	16857	2	2	1	0	4	6
chr1	14643	19767	1	1	0	0	1	21
chr1	14696	185174	2	2	0	10	0	25
chr1	14765	24845	1	1	1	0	84	7
chr1	14788	16875	2	2	1	0	1	3
chr1	14830	14929	2	2	1	0	1	23
chr1	14830	14969	2	2	1	48	296	25
chr1	14830	15020	2	2	1	0	1	11
chr1	14830	16857	2	2	1	1	8	3
chr1	15013	25232	1	1	0	0	2	13
chr1	15039	15795	2	2	1	51	150	25
chr1	15039	16606	2	2	1	0	2	3
chr1	15039	16857	2	2	1	0	5	4
chr1	15039	29320	2	2	1	0	5	4
chr1	15540	15795	2	2	0	1	0	24
chr1	15943	16606	2	2	1	0	1	11
chr1	15948	16606	2	2	1	1	44	25
chr1	16028	16606	2	2	1	0	2	25
chr1	16311	16606	2	2	1	1	2	9
chr1	16766	16853	2	2	1	16	41	23
chr1	16766	16857	2	2	1	11	53	23
chr1	16766	16875	2	2	1	1	4	18
chr1	16789	16853	2	2	1	2	0	21
chr1	16789	16857	2	2	1	1	0	17
chr1	16789	16875	2	2	0	1	0	23
chr1	17017	18345	2	2	1	0	10	6
chr1	17049	17914	2	2	1	2	25	3
chr1	17056	17232	2	2	1	56	234	25
chr1	17056	17258	2	4	1	0	12	24
chr1	17056	17525	2	2	1	0	6	3
chr1	17056	17605	2	2	1	3	5	24
chr1	17056	17914	2	2	1	1	12	16
chr1	17056	24737	2	2	1	0	14	5
chr1	17056	29320	2	2	1	0	10	4
chr1	17369	17525	2	2	1	1	0	24
chr1	17369	17605	2	2	1	9	114	25
chr1	17743	17914	2	2	1	19	193	24
chr1	17743	29320	2	2	1	1	7	5
chr1	18062	18267	2	2	1	95	172	25
chr1	18062	18912	2	2	1	2	0	3
chr1	18062	24737	2	2	1	4	21	23
chr1	18062	29320	2	2	1	0	10	18
chr1	18363	18496	2	2	1	1	2	19
chr1	18363	29320	2	2	1	2	0	4
chr1	18367	18912	2	2	1	17	5	25
chr1	18367	24737	2	2	1	1	63	25
chr1	18367	29320	2	2	1	0	12	24
chr1	18367	29533	2	2	1	2	0	6
chr1	18370	18500	2	2	1	0	3	19
chr1	18370	18912	2	2	1	2	3	17
chr1	18370	22427	2	2	0	0	1	19
chr1	18370	24737	2	2	1	1	8	20
chr1	18370	29320	2	2	1	0	3	11
chr1	18380	18912	2	2	1	0	10	12
chr1	18380	24737	2	2	1	0	33	24
chr1	18380	29320	2	2	1	0	13	21
chr1	18555	18912	2	2	1	1	12	15
chr1	18555	24737	2	2	1	0	12	4
chr1	18555	29320	2	2	1	0	12	4
chr1	19140	24737	2	2	1	0	10	4
chr1	19140	29320	2	2	1	0	10	4
chr1	19313	19382	1	3	0	0	2	14
chr1	20287	24737	2	2	1	0	1	11
chr1	23473	24737	2	2	1	0	1	3
chr1	23619	24737	2	2	1	0	4	18
chr1	24418	24737	2	2	1	2	1	4
chr1	24440	24737	2	2	1	0	3	4
chr1	24820	29320	2	2	1	0	1	23
chr1	24824	29320	2	2	1	0	9	10
chr1	24853	29320	2	2	1	0	1	3
chr1	24892	25217	2	2	1	0	2	15
chr1	24892	26946	2	4	1	0	4	3
chr1	24892	29320	2	2	1	0	63	24
chr1	90051	90286	2	2	1	4	0	8
chr1	91630	92090	2	2	1	4	9	24
chr1	92241	112699	2	2	1	0	7	22
chr1	92241	129054	2	2	0	0	5	24
chr1	92241	485039	2	2	0	0	5	24
chr1	92241	720031	2	2	0	0	5	24
chr1	96811	104635	1	1	1	0	1	13
chr1	112805	120774	2	2	1	0	1	11
chr1	112805	129054	2	2	1	0	4	18
chr1	120933	165883	2	2	1	0	5	11
chr1	129224	131448	2	2	0	0	3	18
chr1	129224	133373	2	2	1	1	9	25
chr1	135336	138302	2	2	0	0	1	19
chr1	135343	138094	1	3	0	0	1	20
chr1	135575	137677	2	2	0	0	2	15
chr1	135706	138246	1	1	0	0	1	24
chr1	135841	136544	2	2	0	1	0	22
chr1	136095	172489	1	1	0	0	1	13
chr1	136103	137431	1	3	0	9	0	21
chr1	136222	136269	2	2	0	0	5	24
chr1	136222	136366	2	2	0	0	5	24
chr1	136222	136561	2	2	0	0	5	24
chr1	136222	136708	2	2	0	0	6	18
chr1	136222	136756	2	2	0	0	1	14
chr1	136222	137049	2	2	0	0	2	14
chr1	136222	137147	2	2	0	0	1	14
chr1	136222	137244	2	2	0	0	1	14
chr1	136270	136318	2	2	0	0	1	18
chr1	136270	136610	2	2	0	0	3	22
chr1	136270	136659	2	2	0	0	3	22
chr1	136270	137098	2	2	0	0	1	21
chr1	136319	136366	2	2	0	22	48	24
chr1	136319	136463	2	2	0	0	49	22
chr1	136319	136561	2	2	0	0	6	21
chr1	136319	136708	2	2	0	0	37	21
chr1	136319	137049	2	2	0	0	7	17
chr1	136319	137098	2	2	0	0	62	24
chr1	136319	137244	2	2	0	0	6	21
chr1	136367	136610	2	2	0	0	4	22
chr1	136367	136659	2	2	0	0	4	22
chr1	136367	136708	2	2	0	0	1	13
chr1	136367	136903	2	2	0	0	2	13
chr1	136367	137098	2	2	0	0	1	21
chr1	136416	136463	2	2	0	0	49	22
chr1	136416	136561	2	2	0	0	6	21
chr1	136416	136610	2	2	0	0	21	24
chr1	136416	136659	2	2	0	0	21	24
chr1	136416	136708	2	2	0	1	33	23
chr1	136416	136903	2	2	0	0	14	22
chr1	136416	137049	2	2	0	0	7	17
chr1	136416	137098	2	2	0	0	77	24
chr1	136416	137244	2	2	0	0	7	21
chr1	136459	136557	2	2	0	0	1	22
chr1	136459	136752	2	2	0	0	1	22
chr1	136459	137045	2	2	0	0	1	22
chr1	136459	137143	2	2	0	0	1	22
chr1	136464	136512	2	2	0	0	19	22
chr1	136464	136610	2	2	0	0	26	22
chr1	136464	136659	2	2	0	0	26	22
chr1	136464	136708	2	2	0	0	17	21
chr1	136464	136903	2	2	0	13	45	25
chr1	136464	137001	2	2	0	0	33	22
chr1	136464	137049	2	2	0	5	8	15
chr1	136464	137196	2	2	0	0	22	22
chr1	136513	136561	2	2	0	0	8	21
chr1	136513	136610	2	2	0	0	5	15
chr1	136513	136659	2	2	0	0	5	15
chr1	136513	136708	2	2	0	0	38	21
chr1	136513	136756	2	2	0	0	2	14
chr1	136513	136805	2	2	0	0	3	14
chr1	136513	136854	2	2	0	0	3	14
chr1	136513	136903	2	2	0	0	5	15
chr1	136513	136952	2	2	0	0	3	14
chr1	136513	137049	2	2	0	0	7	17
chr1	136513	137098	2	2	0	0	90	24
chr1	136513	137147	2	2	0	0	2	14
chr1	136513	137244	2	2	0	0	7	21
chr1	136562	136610	2	2	0	0	21	17
chr1	136562	136659	2	2	0	0	21	17
chr1	136562	136708	2	2	0	1	21	21
chr1	136562	136903	2	2	0	0	17	17
chr1	136562	137001	2	2	0	0	17	17
chr1	136562	137098	2	2	0	0	1	23
chr1	136562	137196	2	2	0	0	10	17
chr1	136562	492204	2	2	0	0	6	17
chr1	136562	492349	2	2	0	0	5	24
chr1	136611	136756	2	2	0	0	6	19
chr1	136660	136756	2	2	0	0	6	19
chr1	136709	136756	2	2	0	0	6	19
chr1	136709	136903	2	2	0	0	7	20
chr1	136709	137001	2	2	0	0	8	20
chr1	136709	137196	2	2	0	0	2	20
chr1	136739	137128	1	3	0	0	2	22
chr1	136757	136903	2	2	0	1	5	24
chr1	136757	137001	2	2	0	0	1	21
chr1	136757	137196	2	2	0	0	1	21
chr1	136806	137001	2	2	0	0	5	20
chr1	136806	137049	2	2	0	0	48	15
chr1	136806	137244	2	2	0	0	8	19
chr1	136855	137001	2	2	0	0	6	20
chr1	136855	137049	2	2	0	0	50	15
chr1	136855	137244	2	2	0	0	11	19
chr1	136904	137049	2	2	0	9	222	25
chr1	136904	137147	2	2	0	0	212	25
chr1	136904	137244	2	2	0	0	44	21
chr1	136904	492252	2	2	0	0	15	24
chr1	136953	137001	2	2	0	0	7	20
chr1	136953	137049	2	2	0	0	50	15
chr1	136953	137244	2	2	0	0	11	19
chr1	137002	137049	2	2	0	15	22	24
chr1	137002	137098	2	2	0	4	93	24
chr1	137002	137147	2	2	0	0	41	24
chr1	137002	137244	2	2	0	0	8	21
chr1	137002	492301	2	2	0	0	4	25
chr1	137032	137177	1	3	0	0	1	14
chr1	137050	137098	2	2	0	0	1	21
chr1	137050	137196	2	2	0	1	1	21
chr1	137099	137147	2	2	0	18	122	24
chr1	137099	137196	2	2	0	2	8	24
chr1	137099	137244	2	2	0	0	29	22
chr1	137099	492349	2	2	0	0	68	24
chr1	137101	862338	2	2	0	0	4	13
chr1	137103	1194007	1	1	0	0	6	13
chr1	137148	137196	2	2	0	1	1	24
chr1	137148	137244	2	2	0	5	9	25
chr1	137197	137244	2	2	0	0	16	21
chr1	137197	492301	2	2	0	0	8	25
chr1	137330	492190	1	3	0	10	7	25
chr1	138734	493903	1	1	0	0	4	15
chr1	138734	728809	1	1	0	0	4	15
chr1	138904	185037	1	1	0	0	1	25
chr1	139019	494157	1	1	0	0	4	23
chr1	139100	494269	1	3	0	2	3	24
chr1	139258	139471	1	1	0	0	2	16
chr1	139520	139551	1	3	0	1	0	13
chr1	139697	139789	2	2	0	0	2	23
chr1	139848	140074	2	2	1	52	52	25
chr1	139848	142946	2	2	0	2	4	21
chr1	139848	497104	2	2	0	0	5	20
